brand,fuel_type,transmission,ext_col,int_col,Age,horsepower,engine_size,num_cylinders,accident_encoded,clean_title_encoded,log_milage,log_price
9.0,2.0,0.0,1.0,0.0,3,355.0,5.3,6.0,0,1,10.859018228147887,11.0186455364637
19.0,2.0,2.0,0.0,0.0,2,276.0,2.0,6.0,0,1,9.36314729221994,10.382853468483827
39.0,2.0,0.0,1.0,0.0,8,310.0,3.5,6.0,0,0,11.47773342580122,9.546741177474825
36.0,2.0,0.0,3.0,0.0,3,382.0,2.0,6.0,0,1,9.770013301136158,11.002033172315251
4.0,2.0,0.0,3.0,0.0,9,445.0,4.4,6.0,0,1,11.141876276228,10.154285180632154
3.0,1.0,0.0,0.0,0.0,7,310.0,2.0,4.0,0,1,11.313022252695275,9.970024076336372
36.0,2.0,0.0,8.0,0.0,6,362.0,3.0,6.0,0,1,10.268165387743457,10.778977123006351
11.0,2.0,0.0,8.0,3.0,18,345.0,5.7,6.0,1,1,12.612150898959655,9.296609807128359
4.0,3.0,0.0,0.0,0.0,4,310.0,3.5,6.0,0,0,10.464131383282979,10.126591103050316
24.0,2.0,0.0,0.0,0.0,13,276.0,3.5,6.0,0,1,12.049424683420915,8.699514748210191
27.0,2.0,0.0,0.0,6.0,8,383.0,5.7,6.0,0,1,11.684363005162105,10.75579427616868
22.0,2.0,0.0,7.0,0.0,7,180.0,2.4,6.0,0,1,11.686887175419702,9.674137279312397
4.0,2.0,0.0,3.0,0.0,6,310.0,3.5,6.0,0,0,10.697881800112357,10.42225158360364
3.0,2.0,0.0,8.0,0.0,12,211.0,2.0,6.0,0,1,11.740666431955043,9.104979856318357
19.0,2.0,0.0,6.0,6.0,17,173.0,2.7,6.0,0,1,9.692828247710418,9.012011377036412
4.0,2.0,0.0,9.0,6.0,10,240.0,2.0,6.0,1,1,11.156264806643742,9.90353755128617
5.0,1.0,0.0,0.0,0.0,13,552.0,6.0,6.0,0,1,9.913487387114461,11.289169226001263
17.0,2.0,0.0,8.0,3.0,1,310.0,3.5,6.0,0,0,7.999342952713282,10.725445626675544
11.0,0.0,0.0,9.0,3.0,17,310.0,3.0,6.0,1,1,12.153304579991518,9.546884034617925
4.0,2.0,0.0,1.0,0.0,5,310.0,3.5,6.0,0,0,9.205327830152639,11.235840378931302
30.0,5.0,0.0,7.0,6.0,2,536.0,3.5,6.0,0,1,8.175547596021026,11.695247021764184
3.0,2.0,0.0,0.0,2.0,12,310.0,3.0,6.0,1,1,10.896757843893464,10.515451792270389
9.0,2.0,0.0,0.0,0.0,3,310.0,5.3,8.0,0,1,10.846459162991614,10.67239134549532
31.0,2.0,0.0,0.0,0.0,7,228.0,2.0,6.0,1,1,10.097449430486758,10.275085591132715
53.0,2.0,0.0,0.0,0.0,8,268.0,3.5,6.0,0,1,11.39806440617846,9.770013301136158
43.0,2.0,0.0,9.0,0.0,7,300.0,3.6,6.0,0,1,11.198817278281926,10.341452118734878
36.0,2.0,2.0,3.0,0.0,7,503.0,4.0,6.0,1,1,11.002116507732017,10.868587496017359
17.0,2.0,0.0,6.0,0.0,8,310.0,2.4,4.0,1,0,11.205720726029584,9.945061264446057
18.0,2.0,0.0,3.0,0.0,19,325.0,6.0,6.0,0,1,11.616393190430356,9.87822102528824
43.0,2.0,0.0,1.0,0.0,11,400.0,3.8,6.0,0,1,10.571342565808699,11.19822841866684
36.0,2.0,2.0,0.0,0.0,8,208.0,2.0,6.0,0,1,11.695255355062795,9.893487720457795
10.0,2.0,2.0,1.0,0.0,15,250.0,3.5,6.0,0,1,11.8100849842059,8.922791623969637
39.0,2.0,0.0,1.0,3.0,1,310.0,1.5,3.0,0,0,6.9985096422506015,10.341742483467284
3.0,2.0,2.0,8.0,0.0,14,200.0,2.0,6.0,0,1,11.332613886815139,8.77971129020447
14.0,2.0,1.0,0.0,0.0,10,420.0,5.0,6.0,0,1,10.520320482745682,10.25769445336048
0.0,2.0,2.0,1.0,6.0,14,300.0,3.7,6.0,0,1,11.489667073393028,9.305286849285137
55.0,4.0,2.0,0.0,0.0,6,400.0,2.0,6.0,0,1,10.596659732783579,10.645448706505872
3.0,2.0,0.0,7.0,0.0,6,310.0,5.2,10.0,0,0,9.098402718735318,11.88380602959621
36.0,2.0,0.0,0.0,6.0,10,302.0,3.5,6.0,1,1,12.133507329024972,9.210440366976517
53.0,2.0,0.0,6.0,6.0,3,310.0,3.5,6.0,0,0,9.486531677712465,10.085767441795337
27.0,2.0,0.0,0.0,0.0,10,306.0,3.5,6.0,0,1,11.552155793461898,9.952325334619427
4.0,3.0,2.0,3.0,6.0,1,382.0,3.0,6.0,0,1,9.04793908261736,11.125806040978839
4.0,2.0,0.0,9.0,6.0,5,310.0,3.5,6.0,0,0,9.855871698594465,11.156236235215168
8.0,2.0,0.0,9.0,6.0,1,237.0,2.0,6.0,0,1,8.714567550836485,10.75579427616868
30.0,5.0,0.0,7.0,0.0,2,536.0,3.5,6.0,0,1,8.497194544909547,11.502885230075814
3.0,2.0,2.0,0.0,0.0,5,248.0,2.0,6.0,0,1,10.768990125578178,10.34177474101152
10.0,2.0,0.0,8.0,0.0,18,425.0,6.1,6.0,1,1,10.668978650219241,9.903287532533462
5.0,2.0,0.0,9.0,9.0,7,582.0,6.0,6.0,0,1,9.59458184363272,11.775297421715827
4.0,2.0,2.0,0.0,7.0,5,425.0,3.0,6.0,0,1,10.96476135554887,10.933106969717286
53.0,2.0,1.0,8.0,3.0,1,300.0,1.6,6.0,0,1,6.859614903654202,10.818797803896322
3.0,2.0,0.0,0.0,0.0,5,444.0,2.9,6.0,1,1,9.963688555226884,11.00128284088368
43.0,2.0,2.0,0.0,0.0,5,335.0,3.0,6.0,0,1,10.991022041663719,10.657259354912508
25.0,2.0,0.0,6.0,6.0,1,310.0,5.2,6.0,0,0,5.545177444479562,12.793837087963153
32.0,2.0,0.0,0.0,0.0,5,424.0,3.0,6.0,0,1,10.053242872620965,10.714417768752456
21.0,2.0,0.0,7.0,0.0,7,340.0,3.0,6.0,1,1,10.778977123006351,10.308985993422082
27.0,2.0,0.0,9.0,6.0,19,225.0,3.3,6.0,0,1,10.622789690572924,9.314790473332646
26.0,2.0,0.0,9.0,0.0,4,310.0,3.5,6.0,0,0,9.963688555226884,10.545315122572783
43.0,2.0,0.0,8.0,6.0,9,340.0,3.4,6.0,0,1,9.350189267092581,11.184435286790631
16.0,2.0,0.0,8.0,1.0,3,365.0,3.3,6.0,0,1,9.205428327615163,10.895831506195684
54.0,2.0,1.0,9.0,0.0,1,315.0,2.0,6.0,0,1,6.452048954437226,10.778956289890028
19.0,3.0,0.0,9.0,3.0,9,199.0,2.4,6.0,1,1,11.097425172408931,9.674137279312397
3.0,2.0,0.0,3.0,0.0,10,560.0,4.0,6.0,1,1,10.99735527017348,10.714439990727769
4.0,2.0,0.0,0.0,0.0,12,326.0,3.0,6.0,0,1,11.353378585142424,9.825580063659602
36.0,3.0,0.0,0.0,0.0,4,362.0,3.0,6.0,1,1,9.792611856190192,11.289794413577894
4.0,2.0,0.0,9.0,0.0,8,560.0,4.4,6.0,0,1,10.146472946063877,10.915106645867503
50.0,2.0,1.0,4.0,6.0,20,165.0,2.5,6.0,0,0,12.258209583950002,7.741099090035366
19.0,2.0,1.0,9.0,0.0,1,276.0,2.0,6.0,0,1,8.24301946898925,10.434145214930487
24.0,3.0,0.0,1.0,6.0,2,310.0,1.6,4.0,0,1,10.507885483243443,10.373366173968712
45.0,5.0,0.0,9.0,4.0,1,835.0,3.5,6.0,0,1,7.937731775260109,11.429554725537322
2.0,2.0,0.0,0.0,0.0,3,310.0,5.2,12.0,0,1,7.680637427560936,12.5423698668371
36.0,2.0,0.0,7.0,0.0,6,241.0,2.0,6.0,1,1,10.404293143019792,10.305647203635566
4.0,2.0,0.0,9.0,6.0,8,300.0,3.0,6.0,0,1,11.238620189560086,10.124669180536797
22.0,2.0,0.0,6.0,0.0,4,310.0,5.7,8.0,0,0,10.352969546061066,10.580683180882003
27.0,2.0,2.0,5.0,7.0,9,306.0,3.5,6.0,0,1,10.778977123006351,10.401258331428318
4.0,2.0,0.0,0.0,0.0,19,215.0,2.5,6.0,0,1,11.423230490351397,9.093918908958932
53.0,2.0,1.0,6.0,6.0,21,130.0,1.8,6.0,1,1,11.734123124263983,8.516392871245468
8.0,2.0,0.0,6.0,3.0,1,310.0,6.2,8.0,0,0,7.789868559054706,11.560772327227417
15.0,2.0,0.0,0.0,0.0,12,288.0,3.6,6.0,0,1,11.66330045441245,8.974744612722734
27.0,2.0,0.0,8.0,7.0,4,310.0,5.0,8.0,0,0,10.54191452089584,11.237843674494187
4.0,4.0,2.0,9.0,0.0,5,369.0,1.5,6.0,0,1,10.633472802314019,11.362114203075018
27.0,3.0,0.0,6.0,6.0,11,200.0,2.5,6.0,0,1,11.373686385878237,9.797904789961063
8.0,2.0,0.0,9.0,0.0,2,310.0,3.0,6.0,1,1,8.401108712395436,10.926945167603478
4.0,2.0,0.0,1.0,0.0,4,310.0,3.5,6.0,0,0,10.20946376214355,10.596609732783568
9.0,2.0,0.0,9.0,3.0,10,195.0,4.3,6.0,1,1,11.848003873521394,9.581972891547895
22.0,2.0,0.0,4.0,0.0,2,285.0,3.6,6.0,0,1,10.214678610538817,10.768506042432708
4.0,2.0,2.0,9.0,6.0,10,240.0,2.0,6.0,0,1,10.513606322644657,10.203629181337648
26.0,2.0,0.0,0.0,0.0,8,340.0,3.0,6.0,1,1,11.87757552297847,9.798182590890704
8.0,2.0,0.0,1.0,9.0,5,237.0,2.0,6.0,0,1,10.703266939811954,10.27163147557801
4.0,2.0,0.0,0.0,0.0,3,310.0,3.5,6.0,0,0,9.298168082341704,11.211806858581484
5.0,2.0,0.0,9.0,6.0,19,400.0,6.75,6.0,0,1,9.027978814382207,10.765343217715396
28.0,2.0,0.0,3.0,6.0,4,310.0,3.5,6.0,0,0,10.84443187184894,10.77266571229609
36.0,2.0,2.0,0.0,2.0,8,550.0,5.5,6.0,0,1,11.141876276228,10.505094936455558
44.0,2.0,0.0,9.0,0.0,3,310.0,3.6,6.0,0,1,11.90385206595727,10.39399821778671
14.0,1.0,0.0,9.0,0.0,11,300.0,3.7,6.0,1,1,11.561725152903833,8.79497643168877
3.0,2.0,2.0,7.0,6.0,13,211.0,2.0,6.0,0,1,11.431758792551568,9.209940291954844
39.0,2.0,2.0,9.0,0.0,14,485.0,3.8,6.0,0,1,9.65509029374725,11.149096419938578
26.0,2.0,0.0,9.0,6.0,6,310.0,3.5,6.0,1,0,11.558863947911393,10.33449044443213
53.0,2.0,0.0,7.0,3.0,14,132.0,1.8,6.0,1,1,11.18925691026404,9.209940291954844
45.0,5.0,0.0,4.0,9.0,1,835.0,3.5,6.0,0,1,7.824445930877619,11.451060699493427
36.0,2.0,0.0,9.0,0.0,2,310.0,3.5,6.0,0,0,9.486304051473764,10.709941096725379
43.0,4.0,2.0,9.0,7.0,8,416.0,3.0,6.0,1,1,11.472113887062386,10.043292972227004
9.0,1.0,0.0,9.0,6.0,13,310.0,5.3,8.0,0,1,11.440462293236513,10.021092794610391
20.0,3.0,0.0,9.0,0.0,8,360.0,3.5,6.0,1,1,10.873338008504597,10.275016625615446
3.0,3.0,0.0,3.0,0.0,4,310.0,3.5,6.0,0,0,10.141007269794844,10.81975828421028
3.0,2.0,0.0,0.0,0.0,9,280.0,3.0,6.0,0,0,11.498096050724227,9.209940291954844
30.0,5.0,0.0,0.0,3.0,1,620.0,3.5,6.0,0,0,7.170888478512505,11.372524818667134
10.0,6.0,0.0,8.0,0.0,7,310.0,3.5,6.0,0,1,11.377174467988334,9.105090961257085
3.0,2.0,0.0,9.0,0.0,12,265.0,2.0,6.0,0,0,11.197159368922746,10.165851817003619
4.0,2.0,0.0,0.0,0.0,9,445.0,4.4,6.0,0,1,10.62135173563291,10.308985993422082
50.0,2.0,0.0,0.0,0.0,3,310.0,2.5,6.0,0,1,10.648420406245304,10.236381967809457
36.0,2.0,2.0,0.0,0.0,8,469.0,4.0,6.0,0,1,11.034905792929415,10.596659732783579
26.0,2.0,0.0,7.0,6.0,18,300.0,4.4,6.0,1,1,11.943694380964681,9.205428327615163
4.0,2.0,0.0,3.0,0.0,5,310.0,3.5,6.0,0,0,10.470192439043686,10.896720806856424
14.0,2.0,0.0,9.0,0.0,9,169.0,2.5,6.0,0,1,12.177956052804348,9.19917830726999
27.0,2.0,2.0,9.0,0.0,3,383.0,5.7,6.0,0,1,9.952325334619427,11.407564949312402
43.0,2.0,1.0,0.0,0.0,11,400.0,3.8,6.0,0,0,9.825255704266555,11.372524818667134
11.0,2.0,0.0,7.0,3.0,18,330.0,5.7,6.0,0,1,12.292254928916668,9.472012088995733
39.0,2.0,0.0,8.0,0.0,3,400.0,5.6,6.0,1,1,11.124332223082254,10.505094936455558
43.0,2.0,2.0,7.0,0.0,10,275.0,2.7,6.0,1,1,11.277215789596893,10.668955394675699
36.0,3.0,0.0,6.0,0.0,2,310.0,3.5,6.0,0,0,10.122904167442703,11.066622737219737
9.0,2.0,0.0,9.0,3.0,18,303.0,5.3,6.0,1,1,11.110071943698552,9.392745258631441
4.0,2.0,2.0,1.0,9.0,11,560.0,4.4,6.0,0,1,11.362114203075018,10.373522431293592
19.0,2.0,0.0,0.0,0.0,1,310.0,2.0,4.0,0,1,6.484635235635252,10.451608961045816
9.0,2.0,0.0,0.0,0.0,19,240.0,3.8,6.0,0,1,11.225256725762893,9.433563920090563
26.0,2.0,0.0,6.0,0.0,9,240.0,2.0,6.0,1,1,11.338583982516495,10.034559673629849
3.0,2.0,2.0,3.0,3.0,7,450.0,4.0,6.0,0,1,10.868587496017359,10.596634733096073
15.0,2.0,0.0,8.0,3.0,13,288.0,3.6,6.0,0,1,11.695255355062795,8.922791623969637
1.0,2.0,0.0,9.0,6.0,4,310.0,2.0,4.0,0,1,9.834458966125691,10.481392217583796
13.0,2.0,0.0,0.0,2.0,8,651.0,6.3,6.0,0,1,9.902887372464095,11.917730355182513
24.0,2.0,0.0,0.0,6.0,7,420.0,5.0,6.0,1,1,10.504711311745423,10.083765355620846
14.0,1.0,0.0,0.0,3.0,11,255.0,5.4,6.0,0,1,11.9959748767362,9.433563920090563
52.0,5.0,0.0,0.0,9.0,2,455.0,3.5,6.0,0,1,9.47883962501119,10.757924157061597
53.0,2.0,0.0,8.0,3.0,2,310.0,4.0,6.0,0,0,10.253369476067258,10.51867319162636
50.0,2.0,0.0,0.0,3.0,4,182.0,2.5,6.0,0,1,10.396505557652153,10.085850775128717
43.0,2.0,0.0,9.0,6.0,12,300.0,3.6,6.0,1,1,10.896757843893464,10.165890277802454
53.0,2.0,0.0,8.0,3.0,16,236.0,4.0,6.0,1,1,12.21630016568561,9.04793908261736
44.0,0.0,0.0,0.0,0.0,5,370.0,6.7,6.0,0,1,11.082157933374816,11.082157933374816
24.0,2.0,0.0,7.0,0.0,2,310.0,2.4,4.0,0,1,9.178540059426386,10.341452118734878
8.0,2.0,0.0,9.0,3.0,14,275.0,4.6,6.0,0,1,10.812169410206767,9.259130536145614
53.0,2.0,0.0,9.0,6.0,27,212.0,4.5,6.0,0,1,12.269052139516223,10.184937747111391
39.0,2.0,0.0,9.0,0.0,4,565.0,3.8,6.0,0,1,9.681031265002055,11.643962499267984
27.0,2.0,2.0,0.0,0.0,1,310.0,3.5,6.0,0,0,6.710523109452428,10.85897976660942
3.0,2.0,0.0,1.0,0.0,3,248.0,2.0,6.0,0,1,11.127277689932466,10.505067539570582
27.0,2.0,0.0,9.0,6.0,25,230.0,4.7,6.0,0,1,11.314486721293981,10.12667110305036
15.0,2.0,0.0,9.0,0.0,2,310.0,1.5,4.0,0,0,10.216581491048599,10.232287575708806
14.0,2.0,0.0,9.0,3.0,12,171.0,2.5,6.0,1,1,11.767575435251748,8.853808274977197
27.0,2.0,0.0,9.0,6.0,10,360.0,4.6,6.0,1,1,11.578076298606234,10.308985993422082
14.0,2.0,0.0,9.0,9.0,5,400.0,3.5,6.0,0,1,10.453716565076885,10.725489582719506
9.0,2.0,2.0,6.0,6.0,14,252.0,3.6,6.0,0,1,10.93133754807084,9.099520536870939
3.0,2.0,0.0,3.0,0.0,1,310.0,4.0,8.0,0,0,8.058010800802085,11.766799946849087
3.0,2.0,0.0,9.0,2.0,9,220.0,2.0,6.0,0,1,11.314486721293981,9.741027444837728
16.0,2.0,0.0,0.0,0.0,1,310.0,2.0,4.0,0,1,8.47345026846832,10.665484260976488
9.0,2.0,0.0,1.0,0.0,3,310.0,1.3,3.0,0,0,9.928082599391509,10.043249494911286
49.0,2.0,0.0,8.0,0.0,11,180.0,2.5,6.0,1,1,12.087294740154986,8.867990898182093
28.0,3.0,0.0,1.0,6.0,10,188.0,2.0,6.0,0,1,11.271732498584736,9.648659816955295
14.0,1.0,0.0,9.0,3.0,6,275.0,3.7,6.0,0,1,11.461642696843066,10.668978650219241
43.0,2.0,0.0,0.0,0.0,6,310.0,3.8,6.0,0,1,8.41847721847708,12.94204221847976
14.0,2.0,0.0,3.0,6.0,3,310.0,2.3,4.0,1,0,10.136224935521659,10.595434012519554
55.0,2.0,0.0,1.0,6.0,13,235.0,3.2,6.0,1,1,11.388506711556236,9.350189267092581
9.0,1.0,0.0,8.0,0.0,11,320.0,5.3,6.0,1,1,11.49273296168228,10.221941283654663
3.0,2.0,2.0,3.0,3.0,6,400.0,2.5,6.0,0,1,9.93672888631593,11.23850177707664
28.0,2.0,0.0,0.0,0.0,16,300.0,5.4,6.0,0,1,11.461642696843066,9.296609807128359
19.0,2.0,0.0,1.0,1.0,14,138.0,2.0,6.0,1,1,11.580593459194764,8.740496729931813
3.0,2.0,2.0,0.0,0.0,8,354.0,3.0,6.0,1,1,11.002116507732017,10.114599007626499
38.0,2.0,1.0,0.0,0.0,12,291.0,2.0,6.0,0,1,10.404293143019792,10.46310334047155
52.0,5.0,0.0,0.0,9.0,1,455.0,3.5,6.0,0,1,6.2166061010848646,11.002116507732017
36.0,2.0,0.0,9.0,6.0,8,523.0,6.0,6.0,0,1,11.59451466851004,11.05881093278828
39.0,2.0,2.0,5.0,5.0,7,565.0,3.8,6.0,0,1,10.540090836284206,11.915058360753719
36.0,2.0,0.0,0.0,3.0,6,310.0,3.5,6.0,0,0,11.217520312832272,10.709941096725379
9.0,2.0,0.0,8.0,0.0,5,310.0,3.6,6.0,0,0,10.926334085429858,10.450539024706163
34.0,2.0,0.0,8.0,0.0,3,310.0,2.5,4.0,1,1,10.751670735195605,10.390286841699265
14.0,2.0,0.0,9.0,6.0,2,440.0,3.5,6.0,0,1,10.184937747111391,11.095908894882296
39.0,2.0,0.0,0.0,0.0,4,310.0,5.6,8.0,0,1,9.21054035197885,10.76246691769717
27.0,2.0,0.0,0.0,6.0,5,383.0,5.7,6.0,0,1,9.854874872615435,11.250274159310356
9.0,2.0,0.0,9.0,0.0,4,310.0,3.6,6.0,0,1,10.859018228147887,10.485731104959568
36.0,0.0,0.0,0.0,0.0,10,188.0,3.0,6.0,1,1,11.082157933374816,10.915088464214607
4.0,2.0,2.0,0.0,6.0,20,225.0,3.0,6.0,0,1,11.849404844423074,8.814479000010714
14.0,2.0,0.0,1.0,0.0,6,181.0,1.5,6.0,1,1,11.233224789593368,9.612533466213927
28.0,2.0,0.0,6.0,6.0,9,240.0,2.0,6.0,0,1,11.67243035681655,9.392745258631441
14.0,2.0,1.0,9.0,6.0,19,310.0,3.5,6.0,0,0,7.5485559791698735,12.971538162085645
16.0,2.0,2.0,9.0,6.0,7,420.0,5.0,6.0,0,1,10.165890277802454,10.422311107413181
27.0,2.0,0.0,6.0,6.0,2,310.0,5.0,8.0,0,0,7.6362696033793735,11.512435344880998
14.0,2.0,1.0,0.0,0.0,10,310.0,5.8,8.0,0,0,9.656947423415522,11.033291613631048
48.0,2.0,0.0,8.0,7.0,16,173.0,2.4,6.0,0,1,9.617204500998055,9.825580063659602
3.0,2.0,0.0,3.0,0.0,2,310.0,4.0,8.0,0,0,9.33459133431404,11.694421681264394
53.0,2.0,0.0,8.0,0.0,8,310.0,3.5,6.0,0,0,10.826992201428478,11.097394869378626
36.0,2.0,2.0,0.0,0.0,11,429.0,4.6,6.0,1,1,11.652696102959753,10.491301994830229
43.0,2.0,1.0,8.0,0.0,19,355.0,3.8,6.0,0,1,10.25769445336048,11.05881093278828
36.0,2.0,2.0,9.0,0.0,6,375.0,2.0,6.0,0,1,10.853232402669228,10.373522431293592
14.0,2.0,0.0,1.0,6.0,16,263.0,3.5,6.0,0,1,11.911365958141428,8.268988209506656
4.0,2.0,0.0,9.0,6.0,6,320.0,3.0,6.0,1,1,10.579005242826247,10.36567949988784
17.0,2.0,1.0,0.0,0.0,16,237.0,2.2,6.0,0,1,11.31841796019235,10.25769445336048
0.0,2.0,2.0,1.0,6.0,1,310.0,3.5,6.0,0,0,8.181720455128108,10.463074768634808
14.0,2.0,0.0,4.0,6.0,23,310.0,6.8,6.0,0,1,11.602382183008215,9.453286550586572
36.0,2.0,0.0,9.0,3.0,20,302.0,5.0,6.0,0,1,10.736418414365376,9.844480371956095
36.0,2.0,0.0,8.0,0.0,17,382.0,5.5,6.0,1,1,11.720857911795733,11.56171562913966
20.0,2.0,1.0,3.0,0.0,17,306.0,3.5,6.0,0,1,10.521399202410167,9.735128070758227
54.0,2.0,1.0,8.0,0.0,8,210.0,2.0,6.0,0,1,11.39640288460621,9.581972891547895
11.0,2.0,0.0,6.0,0.0,2,310.0,6.4,8.0,0,0,7.123672785204607,10.894904309600681
28.0,2.0,0.0,0.0,0.0,5,450.0,3.5,6.0,1,1,11.11355176649838,10.778956289890028
32.0,2.0,0.0,9.0,7.0,9,404.0,3.0,6.0,0,0,10.264687244346277,10.122663242288953
52.0,5.0,0.0,0.0,0.0,1,670.0,3.5,6.0,0,1,9.012011377036412,11.451050061252142
36.0,2.0,2.0,3.0,0.0,6,563.0,5.5,6.0,0,1,10.62135173563291,11.598194491615347
14.0,2.0,0.0,8.0,6.0,6,310.0,3.5,6.0,0,0,11.502834724260058,10.463074768634808
54.0,2.0,0.0,0.0,3.0,12,283.0,3.6,6.0,0,1,11.726551871592596,8.517393171418904
6.0,2.0,0.0,9.0,9.0,13,310.0,8.0,6.0,0,1,8.753213480544126,14.483850569372496
53.0,2.0,0.0,0.0,0.0,4,310.0,3.5,6.0,1,0,11.02422004228832,10.436612683796886
17.0,2.0,0.0,0.0,0.0,8,310.0,2.0,4.0,0,0,11.477028820972466,9.655026193237628
22.0,2.0,0.0,0.0,0.0,7,310.0,3.6,6.0,0,0,11.099045047260717,10.352395218487128
26.0,2.0,0.0,0.0,0.0,16,400.0,4.2,6.0,0,1,11.646476857394754,9.200391041122515
0.0,2.0,0.0,6.0,6.0,9,150.0,2.0,6.0,0,1,11.225256725762893,9.581972891547895
4.0,2.0,0.0,6.0,0.0,8,560.0,4.4,6.0,0,0,10.732061203925053,10.513280297700861
41.0,5.0,0.0,3.0,6.0,3,310.0,3.5,6.0,0,0,9.406975663409597,10.491274217438248
4.0,2.0,0.0,0.0,9.0,8,300.0,3.0,6.0,1,1,11.164544601284863,10.463131911491967
43.0,2.0,0.0,0.0,0.0,10,325.0,3.4,6.0,0,1,10.40695617984855,10.81478584288724
28.0,4.0,0.0,8.0,6.0,3,266.0,2.5,6.0,0,1,7.523481312573497,10.799595985047786
8.0,2.0,0.0,9.0,6.0,16,275.0,4.6,6.0,0,1,11.452708260148217,9.259225769705994
8.0,2.0,0.0,7.0,6.0,8,335.0,3.6,6.0,0,1,10.12667110305036,9.798127036878302
15.0,2.0,0.0,3.0,0.0,8,355.0,5.3,6.0,0,1,11.507922973347437,10.23981692180943
20.0,2.0,0.0,1.0,6.0,15,328.0,3.7,6.0,0,1,11.973919882870874,9.076923258535832
14.0,2.0,0.0,0.0,0.0,1,310.0,3.5,6.0,0,1,9.90353755128617,11.2708539037705
8.0,2.0,0.0,8.0,0.0,6,304.0,3.6,6.0,1,1,10.751756369963374,9.94515718770752
39.0,2.0,0.0,0.0,3.0,7,375.0,5.6,6.0,0,1,10.74714307336516,10.62135173563291
36.0,2.0,0.0,8.0,0.0,5,362.0,3.0,6.0,0,1,9.893487720457795,10.893047333337728
53.0,2.0,0.0,0.0,6.0,16,381.0,5.7,6.0,1,1,12.07254696717504,10.542732775946709
53.0,2.0,0.0,9.0,0.0,8,381.0,5.7,6.0,0,1,11.026808713825016,11.05881093278828
44.0,2.0,0.0,0.0,3.0,8,280.0,3.6,6.0,0,1,10.81478584288724,11.082157933374816
25.0,2.0,2.0,5.0,5.0,17,493.0,5.0,6.0,0,1,10.566201298475118,11.51293546492023
28.0,2.0,0.0,0.0,0.0,13,263.0,3.5,6.0,0,1,11.335782476216703,9.104535313079205
36.0,5.0,0.0,3.0,6.0,1,355.0,3.5,6.0,0,1,8.907747686788648,11.566475710526321
25.0,2.0,0.0,6.0,6.0,1,310.0,5.2,6.0,0,0,5.631211781821365,12.793837087963153
1.0,2.0,0.0,6.0,0.0,2,310.0,2.9,6.0,0,0,7.584264818389059,11.237185138527495
